City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mocuba,MZ,2021-10-05 19:52:57,-16.8392,36.9856,73.27,83,0,4.03
293,Chapais,CA,2021-10-05 19:52:57,49.7834,-74.8492,62.38,46,0,4.76
294,San Quintin,MX,2021-10-05 19:52:59,30.4833,-115.95,74.5,65,12,10.92
295,Marion,US,2021-10-05 19:50:49,39.7684,-86.1555,79.12,70,75,4.61
296,Port-Gentil,GA,2021-10-05 19:52:59,-0.7193,8.7815,78.76,89,75,10.36
297,Sucua,EC,2021-10-05 19:48:03,-2.4667,-78.1667,83.14,54,40,6.91
298,Kiama,AU,2021-10-05 19:53:00,-34.6833,150.8667,56.37,63,9,8.01
299,Tecoanapa,MX,2021-10-05 19:53:00,16.5167,-98.75,86.27,71,11,8.86
300,Fukuma,JP,2021-10-05 19:53:01,33.7667,130.4667,69.8,66,34,2.62
301,Luderitz,NA,2021-10-05 19:53:01,-26.6481,15.1594,57.54,78,0,7.4
302,Avera,US,2021-10-05 19:53:01,33.194,-82.5271,76.51,70,100,5.57
303,Mezen,RU,2021-10-05 19:53:02,65.8522,44.24,45.12,84,1,14.27
304,Kruisfontein,ZA,2021-10-05 19:53:02,-34.0033,24.7314,58.89,92,0,6.8
305,Nome,US,2021-10-05 19:50:18,64.5011,-165.4064,42.87,93,90,16.11
306,Smithers,CA,2021-10-05 19:53:03,54.7804,-127.1743,35.92,80,75,2.3
307,Suamico,US,2021-10-05 19:53:03,44.6319,-88.0393,72.37,79,5,6.78
308,Marabba,SD,2021-10-05 19:53:04,12.35,32.1833,88.48,30,47,6.67
309,Khapa,IN,2021-10-05 19:53:04,21.4333,78.9667,78.75,87,74,3.13
310,Panguna,PG,2021-10-05 19:53:04,-6.3164,155.4848,69.22,94,100,3.31
311,Kavaratti,IN,2021-10-05 19:53:05,10.5669,72.642,81.27,82,98,14.9
312,Rubtsovsk,RU,2021-10-05 19:53:05,51.5,81.25,32.23,77,99,3.15
313,Bengkulu,ID,2021-10-05 19:53:05,-3.8004,102.2655,74.43,90,100,3.71
314,Acapulco,MX,2021-10-05 19:52:37,16.8634,-99.8901,85.71,77,13,6.69
315,Kanniyakumari,IN,2021-10-05 19:53:06,8.0833,77.5667,79.25,85,79,13.31
316,Dalby,AU,2021-10-05 19:53:07,-27.1833,151.2667,36.3,58,0,7.54
317,Acarau,BR,2021-10-05 19:53:07,-2.8856,-40.12,81.99,74,61,19.84
318,Narsaq,GL,2021-10-05 19:53:08,60.9167,-46.05,35.28,66,0,5.1
319,Adzope,CI,2021-10-05 19:53:08,6.1069,-3.8619,74.01,98,93,3.11
320,Marand,IR,2021-10-05 19:53:08,38.4329,45.7749,53.94,79,12,6.96
321,Qasigiannguit,GL,2021-10-05 19:53:09,68.8193,-51.1922,24.49,71,87,7.76
322,Fairbanks,US,2021-10-05 19:53:09,64.8378,-147.7164,35.24,93,1,4.61
323,Geilo,NO,2021-10-05 19:53:10,60.5333,8.2076,46.56,88,100,4.38
324,Yar-Sale,RU,2021-10-05 19:53:10,66.8333,70.8333,38.3,88,100,11.03
325,Maun,BW,2021-10-05 19:53:10,-19.9833,23.4167,80.56,39,0,1.14
326,Vilyuysk,RU,2021-10-05 19:53:11,63.7553,121.6247,25.88,91,18,6.35
327,Puerto Narino,CO,2021-10-05 19:53:11,-3.7703,-70.3831,78.75,98,100,3.06
328,Gao,ML,2021-10-05 19:53:11,16.6362,1.637,97.36,18,92,4.47
329,Vao,NC,2021-10-05 19:53:12,-22.6667,167.4833,71.28,90,20,2.82
330,Denpasar,ID,2021-10-05 19:53:12,-8.65,115.2167,78.46,78,40,4.61
331,Sulangan,PH,2021-10-05 19:53:12,11.1373,123.7228,79.41,85,100,10.6
332,Wahiawa,US,2021-10-05 19:51:02,21.5028,-158.0236,80.92,68,90,0.0
333,Labuhan,ID,2021-10-05 19:53:13,-6.8844,112.2051,77.74,76,66,15.28
334,Luoyang,CN,2021-10-05 19:53:13,34.6836,112.4536,53.42,89,100,9.4
335,Tabuk,PH,2021-10-05 19:53:14,17.4189,121.4443,74.14,95,99,0.94
336,Hurghada,EG,2021-10-05 19:53:14,27.2574,33.8129,80.64,39,0,17.27
337,Soma,TR,2021-10-05 19:53:14,39.1855,27.6094,54.37,76,0,10.38
338,Nemuro,JP,2021-10-05 19:53:15,43.3236,145.575,48.97,80,100,4.61
339,Hofn,IS,2021-10-05 19:53:15,64.2539,-15.2082,39.6,64,100,9.4
340,Rundu,NA,2021-10-05 19:53:15,-17.9333,19.7667,73.44,47,51,6.06
341,Broome,US,2021-10-05 19:53:16,42.2506,-75.833,72.01,73,90,1.01
342,Husavik,IS,2021-10-05 19:53:16,66.0449,-17.3389,39.11,78,100,3.8
343,Nanortalik,GL,2021-10-05 19:53:17,60.1432,-45.2371,38.17,77,0,8.37
344,Santa Cruz,BO,2021-10-05 19:49:44,-17.8,-63.1667,86.05,35,36,11.5
345,Hobyo,SO,2021-10-05 19:53:17,5.3505,48.5268,78.94,84,2,18.5
346,Vanimo,PG,2021-10-05 19:53:18,-2.6741,141.3028,77.04,89,63,3.36
347,Takoradi,GH,2021-10-05 19:53:18,4.8845,-1.7554,78.03,88,100,6.69
348,Tessalit,ML,2021-10-05 19:53:18,20.1986,1.0114,90.82,12,10,10.29
349,Imbituba,BR,2021-10-05 19:50:29,-28.24,-48.6703,64.29,66,85,4.36
350,Sorong,ID,2021-10-05 19:53:19,-0.8833,131.25,79.11,83,100,8.68
351,Ardakan,IR,2021-10-05 19:53:19,32.31,54.0175,79.18,17,0,1.59
352,Peniche,PT,2021-10-05 19:53:20,39.3558,-9.3811,68.61,90,95,10.16
353,Bad Driburg,DE,2021-10-05 19:53:20,51.7333,9.0167,56.37,79,100,10.36
354,Provideniya,RU,2021-10-05 19:53:21,64.3833,-173.3,37.51,93,90,6.71
355,Lambarene,GA,2021-10-05 19:53:21,-0.7001,10.2406,74.5,97,100,4.14
356,Shkurinskaya,RU,2021-10-05 19:53:21,46.5858,39.3599,54.86,50,100,19.91
357,Tocopilla,CL,2021-10-05 19:51:53,-22.092,-70.1979,64.45,65,10,6.46
358,Bowen,AU,2021-10-05 19:53:22,-20.0167,148.2333,68.22,92,76,6.73
359,Arcata,US,2021-10-05 19:53:22,40.8665,-124.0828,69.13,65,99,1.01
360,Isangel,VU,2021-10-05 19:53:22,-19.55,169.2667,73.51,94,1,3.44
361,Arawa,PG,2021-10-05 19:53:23,-6.2132,155.5367,77.56,89,100,2.53
362,Geraldton,AU,2021-10-05 19:53:23,-28.7667,114.6,48.61,87,40,4.61
363,Te Anau,NZ,2021-10-05 19:53:24,-45.4167,167.7167,49.26,93,100,1.19
364,Asyut,EG,2021-10-05 19:53:24,27.181,31.1837,73.58,39,0,10.65
365,Yilan,TW,2021-10-05 19:53:25,24.757,121.753,82.51,92,47,3.74
366,Glencoe,ZA,2021-10-05 19:53:26,-28.1783,30.147,56.16,86,62,5.75
367,Petropavlovsk-Kamchatskiy,RU,2021-10-05 19:53:26,53.0452,158.6483,28.99,74,20,8.95
368,Cabra,ES,2021-10-05 19:53:27,37.4725,-4.4421,68.4,53,99,3.53
369,Balagansk,RU,2021-10-05 19:53:28,54.0103,103.0544,34.32,75,15,1.97
370,Harper,LR,2021-10-05 19:53:28,4.375,-7.7169,77.77,87,4,7.14
371,Ciceu-Giurgesti,RO,2021-10-05 19:53:28,47.25,24.0167,57.51,48,2,5.46
372,Pevek,RU,2021-10-05 19:53:29,69.7008,170.3133,27.95,93,100,19.22
373,Keti Bandar,PK,2021-10-05 19:53:29,24.1447,67.4497,80.2,83,3,8.08
374,Tehuacan,MX,2021-10-05 19:53:31,18.45,-97.3833,74.68,57,68,9.08
375,Tautira,PF,2021-10-05 19:53:31,-17.7333,-149.15,82.42,70,69,11.54
376,Lompoc,US,2021-10-05 19:53:31,34.6391,-120.4579,83.21,46,1,5.75
377,Lima,PE,2021-10-05 19:52:32,-12.0432,-77.0282,66.13,86,75,10.36
378,Antalaha,MG,2021-10-05 19:53:32,-14.9003,50.2788,67.57,89,9,5.77
379,Mattru,SL,2021-10-05 19:53:32,7.6244,-11.8332,76.06,96,94,3.78
380,Talcahuano,CL,2021-10-05 19:53:33,-36.7167,-73.1167,62.28,59,20,18.41
381,Tiarei,PF,2021-10-05 19:53:33,-17.5333,-149.3333,82.42,68,20,13.67
382,Dawei,MM,2021-10-05 19:53:34,14.0833,98.2,76.1,95,100,2.93
383,Kars,TR,2021-10-05 19:53:34,40.602,43.095,41.85,87,100,5.68
384,Gonen,TR,2021-10-05 19:53:35,40.1049,27.654,63.01,41,31,3.0
385,Altay,CN,2021-10-05 19:53:35,47.8667,88.1167,46.31,36,100,5.95
386,Bo Phloi,TH,2021-10-05 19:53:35,14.3236,99.5161,74.71,92,100,3.0
387,Hokitika,NZ,2021-10-05 19:53:36,-42.7167,170.9667,53.33,86,100,5.66
388,Buin,CL,2021-10-05 19:52:30,-33.7333,-70.75,78.06,23,0,8.55
389,Bethel,US,2021-10-05 19:53:36,41.3712,-73.414,65.01,87,84,4.32
390,Golden,US,2021-10-05 19:50:01,39.7555,-105.2211,84.43,24,6,1.99
391,Sesimbra,PT,2021-10-05 19:53:37,38.4445,-9.1015,69.46,79,100,9.13
392,Rio Grande,BR,2021-10-05 19:50:19,-32.035,-52.0986,68.11,57,0,10.76
393,Altamura,IT,2021-10-05 19:53:37,40.8292,16.5537,68.58,63,44,4.9
394,Tado,CO,2021-10-05 19:53:38,5.266,-76.5649,78.03,93,100,3.27
395,Burnie,AU,2021-10-05 19:53:38,-41.0667,145.9167,47.95,73,24,7.43
396,Constantine,DZ,2021-10-05 19:53:38,36.365,6.6147,63.81,77,20,6.91
397,Tingo Maria,PE,2021-10-05 19:53:39,-9.2895,-76.0088,77.31,78,75,2.3
398,Galle,LK,2021-10-05 19:53:39,6.0367,80.217,78.51,87,100,11.3
399,Bayanday,RU,2021-10-05 19:53:40,53.0661,105.5139,31.66,88,90,1.7
400,Birjand,IR,2021-10-05 19:53:40,32.8663,59.2211,66.67,7,0,9.22
401,Vilhena,BR,2021-10-05 19:53:14,-12.7406,-60.1458,73.62,88,90,5.75
402,Llanes,ES,2021-10-05 19:53:41,43.4198,-4.7549,60.28,81,100,12.64
403,Najran,SA,2021-10-05 19:53:41,17.4924,44.1277,81.25,17,100,1.79
404,Cabedelo,BR,2021-10-05 19:53:41,-6.9811,-34.8339,83.07,76,36,14.25
405,Sorsk,RU,2021-10-05 19:53:42,54.0033,90.2467,31.93,73,100,4.88
406,Prieska,ZA,2021-10-05 19:53:42,-29.6641,22.7474,61.65,18,2,6.13
407,Salmon Arm,CA,2021-10-05 19:52:06,50.6998,-119.3024,64.44,82,100,1.14
408,Japura,ID,2021-10-05 19:53:43,-0.3167,102.35,74.75,94,89,2.15
409,Mackenzie,CA,2021-10-05 19:53:43,55.2999,-123.1698,37.62,65,90,11.5
410,Chicama,PE,2021-10-05 19:53:44,-7.8447,-79.1469,63.14,60,29,11.56
411,Emba,KZ,2021-10-05 19:53:44,48.8264,58.1442,34.59,47,16,7.76
412,Pomichna,UA,2021-10-05 19:53:45,48.2422,31.4158,50.16,52,12,10.49
413,Shimanovsk,RU,2021-10-05 19:53:45,52.0,127.7,30.9,74,3,5.75
414,Yerbogachen,RU,2021-10-05 19:53:45,61.2767,108.0108,26.53,96,87,5.55
415,Abu Dhabi,AE,2021-10-05 19:53:46,24.4667,54.3667,89.62,74,0,6.91
416,Maniwaki,CA,2021-10-05 19:53:46,46.3834,-75.966,68.54,52,0,4.61
417,Chandvad,IN,2021-10-05 19:53:46,20.3333,74.25,73.71,85,97,5.61
418,Kattivakkam,IN,2021-10-05 19:53:47,13.2167,80.3167,78.89,81,97,1.12
419,Mahasamund,IN,2021-10-05 19:53:47,21.1,82.1,75.88,91,30,3.09
420,Manjacaze,MZ,2021-10-05 19:53:48,-24.7117,33.8828,68.41,92,75,6.96
421,Grootfontein,NA,2021-10-05 19:53:48,-19.5667,18.1167,67.57,24,5,1.14
422,Seoul,KR,2021-10-05 19:53:48,37.5683,126.9778,71.11,91,75,3.44
423,Mount Gambier,AU,2021-10-05 19:53:49,-37.8333,140.7667,42.71,93,31,8.05
424,Trinidad,BO,2021-10-05 19:53:49,-14.8333,-64.9,80.58,54,75,4.61
425,Buzmeyin,TM,2021-10-05 19:53:50,38.0507,58.2056,62.33,27,75,6.91
426,Puerto Colombia,CO,2021-10-05 19:52:30,10.9878,-74.9547,91.49,77,100,6.42
427,Rawson,AR,2021-10-05 19:53:50,-43.3002,-65.1023,47.8,64,89,32.88
428,Limbang,MY,2021-10-05 19:53:50,4.75,115.0,79.11,96,91,2.86
429,Dawson Creek,CA,2021-10-05 19:53:51,55.7666,-120.2362,34.95,93,90,11.5
430,Wolmirstedt,DE,2021-10-05 19:53:51,52.25,11.6333,52.99,97,98,8.79
431,Abha,SA,2021-10-05 19:53:52,18.2164,42.5053,67.82,77,0,0.0
432,Verkh-Usugli,RU,2021-10-05 19:53:52,52.7,115.1667,29.88,66,67,1.21
433,Tortona,IT,2021-10-05 19:53:53,44.8978,8.8637,68.22,99,85,2.08
434,Kazanka,UA,2021-10-05 19:53:53,47.8462,32.8218,52.11,49,15,8.25
435,Warwick,US,2021-10-05 19:53:42,41.7001,-71.4162,61.95,90,90,1.01
436,Bandrele,YT,2021-10-05 19:53:53,-12.9067,45.1914,78.55,78,0,5.75
437,Gravdal,NO,2021-10-05 19:53:54,68.1214,13.5031,51.48,87,75,27.51
438,Can Tho,VN,2021-10-05 19:53:37,10.0333,105.7833,76.98,100,75,2.3
439,Surt,LY,2021-10-05 19:53:54,31.2089,16.5887,75.2,70,0,11.97
440,Holme,DK,2021-10-05 19:53:55,56.1138,10.1725,53.74,94,100,6.49
441,Mayor Pablo Lagerenza,PY,2021-10-05 19:53:55,-19.9309,-60.7718,95.47,27,50,8.16
442,Boa Vista,BR,2021-10-05 19:53:55,2.8197,-60.6733,94.98,41,40,13.8
443,Xinmin,CN,2021-10-05 19:53:56,41.9908,122.8253,55.29,58,100,8.5
444,Akkermanovka,RU,2021-10-05 19:53:56,51.2467,58.2391,26.38,52,100,3.24
445,Adwa,ET,2021-10-05 19:53:56,14.1646,38.8955,65.52,73,100,2.39
446,Rock Sound,BS,2021-10-05 19:53:57,24.9,-76.2,82.98,68,0,6.35
447,Bonfim,BR,2021-10-05 19:53:57,3.0833,-59.95,91.76,46,100,7.05
448,Broken Hill,AU,2021-10-05 19:53:57,-31.95,141.4333,46.11,31,0,6.91
449,Zhicheng,CN,2021-10-05 19:53:58,30.2956,111.5047,61.2,83,34,1.86
450,Forssa,FI,2021-10-05 19:53:58,60.8146,23.6215,48.47,91,100,9.33
451,Lugazi,UG,2021-10-05 19:53:58,0.3772,32.9197,64.2,90,100,0.76
452,Camana,PE,2021-10-05 19:53:59,-16.6228,-72.7111,63.9,76,100,8.05
453,Williamstown,US,2021-10-05 19:53:59,39.6862,-74.9952,67.95,94,100,1.99
454,Kabansk,RU,2021-10-05 19:54:00,52.0486,106.6528,28.89,79,12,2.42
455,Kapoeta,SS,2021-10-05 19:54:00,4.7717,33.5903,80.85,59,46,4.79
456,Abong Mbang,CM,2021-10-05 19:54:00,3.9833,13.1833,67.73,96,99,2.66
457,Andros Town,BS,2021-10-05 19:54:01,24.7,-77.7667,84.16,68,4,9.64
458,Nicoya,CR,2021-10-05 19:50:11,10.1483,-85.452,89.15,76,61,2.84
459,Kardla,EE,2021-10-05 19:54:01,58.9978,22.7492,53.06,68,100,19.28
460,Powell,US,2021-10-05 19:54:02,40.1578,-83.0752,82.35,63,75,4.0
461,Cayenne,GF,2021-10-05 19:54:02,4.9333,-52.3333,87.84,76,20,4.0
462,Bud,US,2021-10-05 19:54:03,39.447,-86.1758,78.22,72,83,6.26
463,Polyarnyy,RU,2021-10-05 19:54:03,69.1989,33.4478,52.27,84,100,22.24
464,Half Moon Bay,US,2021-10-05 19:50:41,37.4636,-122.4286,81.59,67,40,1.01
465,Caceres,ES,2021-10-05 19:54:04,39.522,-6.3748,68.81,76,9,5.91
466,Tulun,RU,2021-10-05 19:54:04,54.5611,100.5792,30.07,87,14,3.13
467,Prince Rupert,CA,2021-10-05 19:54:04,54.3161,-130.3201,51.89,69,1,6.91
468,Havelock,US,2021-10-05 19:54:05,34.8791,-76.9013,84.94,67,43,3.0
469,Guerrero Negro,MX,2021-10-05 19:54:05,27.9769,-114.0611,78.62,59,2,17.31
470,Barreirinhas,BR,2021-10-05 19:54:05,-2.7469,-42.8264,83.26,66,38,12.15
471,Salvacion,PH,2021-10-05 19:54:06,7.9833,126.1333,72.57,96,100,1.72
472,Ponta Delgada,PT,2021-10-05 19:54:06,37.7333,-25.6667,76.5,94,40,8.05
473,Mongoumba,CF,2021-10-05 19:54:07,3.6415,18.5936,70.75,88,67,3.2
474,Porto Murtinho,BR,2021-10-05 19:54:07,-21.6989,-57.8825,96.26,31,14,5.7
475,Olafsvik,IS,2021-10-05 19:54:08,64.8945,-23.7142,40.19,71,99,15.12
476,Hambantota,LK,2021-10-05 19:54:08,6.1241,81.1185,79.12,82,100,16.15
477,Konce,MK,2021-10-05 19:54:08,41.4958,22.385,57.69,96,0,7.96
478,Namatanai,PG,2021-10-05 19:54:09,-3.6667,152.4333,78.84,84,100,7.67
479,Zolotonosha,UA,2021-10-05 19:54:09,49.6689,32.0377,52.48,54,38,10.85
480,Buta,CD,2021-10-05 19:54:09,2.7858,24.73,70.36,95,74,1.72
481,Dicabisagan,PH,2021-10-05 19:54:10,17.0818,122.4157,77.0,93,100,3.56
482,Porto Novo,BJ,2021-10-05 19:54:10,6.4965,2.6036,82.22,86,99,5.86
483,Gizo,SB,2021-10-05 19:54:10,-8.103,156.8419,82.4,74,100,8.32
484,Qitaihe,CN,2021-10-05 19:54:11,45.8,130.85,40.32,72,100,2.1
485,Murgab,TM,2021-10-05 19:54:11,37.4966,61.9714,53.47,50,2,6.91
486,Copiapo,CL,2021-10-05 19:54:12,-27.3667,-70.3333,58.69,25,0,8.14
487,Hasaki,JP,2021-10-05 19:54:12,35.7333,140.8333,66.49,86,6,10.36
488,Mandalgovi,MN,2021-10-05 19:54:12,45.7625,106.2708,38.52,48,12,8.14
489,Jacareacanga,BR,2021-10-05 19:54:13,-6.2222,-57.7528,97.11,46,0,6.91
490,Rostock,DE,2021-10-05 19:54:13,54.0887,12.1405,55.94,97,100,11.32
491,Bilma,NE,2021-10-05 19:54:13,18.6853,12.9164,86.31,15,1,8.23
492,Vadamadurai,IN,2021-10-05 19:54:14,10.4667,78.0833,75.83,84,100,2.06
493,Bubaque,GW,2021-10-05 19:53:19,11.2833,-15.8333,83.44,69,100,2.33
494,Kiunga,PG,2021-10-05 19:54:14,-6.1219,141.2906,71.01,99,83,0.6
495,Katsina,NG,2021-10-05 19:54:15,12.9894,7.6006,86.95,27,14,8.52
496,Harlingen,US,2021-10-05 19:52:52,26.1906,-97.6961,92.25,39,0,13.71
497,Ulyanovsk,RU,2021-10-05 19:54:16,54.0,48.0,34.56,63,84,1.63
498,Wattegama,LK,2021-10-05 19:54:16,6.7989,81.4808,76.68,82,100,9.19
499,Aktyubinskiy,RU,2021-10-05 19:54:16,54.8137,52.8056,35.37,54,100,4.54
500,Amapa,BR,2021-10-05 19:54:17,1.0,-52.0,83.44,66,99,2.24
501,Oktyabrskiy,RU,2021-10-05 19:54:17,54.4815,53.471,37.74,52,100,3.33
502,Jumla,NP,2021-10-05 19:54:18,29.2747,82.1838,57.07,80,58,0.09
503,Port Hueneme,US,2021-10-05 19:54:18,34.1478,-119.1951,87.46,54,1,5.75
504,Hervey Bay,AU,2021-10-05 19:54:19,-25.2986,152.8535,58.01,60,0,10.63
505,Dakar,SN,2021-10-05 19:54:19,14.6937,-17.4441,84.33,70,40,13.8
506,Belmonte,BR,2021-10-05 19:54:19,-15.8631,-38.8828,81.1,77,76,9.71
507,Piney Green,US,2021-10-05 19:54:20,34.716,-77.3202,85.17,61,1,10.36
508,Goundam,ML,2021-10-05 19:54:20,16.4145,-3.6708,94.06,28,40,0.56
509,Nelson Bay,AU,2021-10-05 19:54:20,-32.7167,152.15,54.68,73,3,13.85
510,Dongkan,CN,2021-10-05 19:54:21,33.9997,119.8308,69.17,92,5,5.35
511,Niquelandia,BR,2021-10-05 19:49:49,-14.4739,-48.4597,98.82,17,33,5.48
512,Atbasar,KZ,2021-10-05 19:54:21,51.8,68.3333,30.61,71,100,6.49
513,Araouane,ML,2021-10-05 19:54:22,18.9048,-3.5265,92.73,25,33,8.72
514,Kulhudhuffushi,MV,2021-10-05 19:54:22,6.6221,73.07,81.73,80,100,18.92
515,Estelle,US,2021-10-05 19:54:22,29.8458,-90.1067,84.06,69,75,8.05
516,Grand Gaube,MU,2021-10-05 19:54:23,-20.0064,57.6608,71.38,79,35,1.01
517,Gazanjyk,TM,2021-10-05 19:54:23,39.2446,55.5154,59.52,36,22,19.44
518,San Francisco,US,2021-10-05 19:52:10,37.7749,-122.4194,81.64,74,75,3.0
519,Kandava,LV,2021-10-05 19:54:24,57.0409,22.7747,52.72,59,100,17.52
520,Ballina,AU,2021-10-05 19:54:24,-28.8667,153.5667,53.56,58,0,5.75
521,Mitsamiouli,KM,2021-10-05 19:54:25,-11.3847,43.2844,75.78,83,9,2.75
522,Natal,BR,2021-10-05 19:51:06,-5.795,-35.2094,84.85,65,20,14.97
523,Vaasa,FI,2021-10-05 19:54:25,63.096,21.6158,53.62,87,75,9.22
524,Bad Sachsa,DE,2021-10-05 19:54:25,51.595,10.5555,55.26,97,75,8.1
525,Zuenoula,CI,2021-10-05 19:54:26,7.4292,-6.0431,74.98,88,10,4.34
526,Blackwater,AU,2021-10-05 19:54:27,-23.5833,148.8833,63.81,29,0,8.34
527,China,MX,2021-10-05 19:54:27,25.7,-99.2333,90.23,27,6,8.37
528,Saint-Pierre,RE,2021-10-05 19:54:27,-21.3393,55.4781,69.48,78,2,2.3
529,Khandyga,RU,2021-10-05 19:54:28,62.6667,135.6,26.06,98,99,4.09
530,Tevaitoa,PF,2021-10-05 19:54:28,-16.7833,-151.5,78.12,70,11,15.68
531,Mizdah,LY,2021-10-05 19:54:28,31.4451,12.9801,75.51,36,0,8.14
532,Kenai,US,2021-10-05 19:54:29,60.5544,-151.2583,41.14,81,90,0.0
533,Russell,US,2021-10-05 19:53:05,32.3502,-85.1999,74.48,80,90,8.05
534,Voineasa,RO,2021-10-05 19:54:29,44.2833,24.1333,55.35,50,0,12.66
535,Mandera,KE,2021-10-05 19:54:30,3.9366,41.867,86.2,45,99,20.31
536,Hay River,CA,2021-10-05 19:54:30,60.8156,-115.7999,37.38,87,90,9.22
537,Carballo,ES,2021-10-05 19:54:30,43.213,-8.691,61.86,93,66,1.01
538,Oranjemund,NA,2021-10-05 19:54:31,-28.55,16.4333,58.64,78,81,2.77
539,Itoman,JP,2021-10-05 19:54:31,26.1247,127.6694,83.17,85,20,5.75
540,Alofi,NU,2021-10-05 19:54:31,-19.0595,-169.9187,76.89,83,100,9.22
541,Teya,RU,2021-10-05 19:54:32,60.3778,92.6267,26.17,93,30,2.15
542,Wschowa,PL,2021-10-05 19:54:32,51.807,16.3166,67.89,89,100,5.53
543,Burns Lake,CA,2021-10-05 19:54:33,54.2331,-125.7533,38.62,77,100,8.68
544,Asau,RO,2021-10-05 19:54:34,46.4333,26.4,45.75,63,0,2.15
545,Nurota,UZ,2021-10-05 19:54:35,40.5614,65.6886,48.29,43,58,8.88
546,Varzea Da Palma,BR,2021-10-05 19:54:35,-17.5981,-44.7308,96.53,19,100,4.45
547,Kirksville,US,2021-10-05 19:54:37,40.1948,-92.5833,69.98,68,90,8.05
548,Lar,IN,2021-10-05 19:54:38,26.2039,83.9717,80.76,72,0,1.28
549,Socota,CO,2021-10-05 19:54:38,6.0403,-72.6351,60.15,72,98,4.47
550,Merauke,ID,2021-10-05 19:54:32,-8.4667,140.3333,73.44,90,100,9.66
551,Brigham City,US,2021-10-05 19:54:38,41.5102,-112.0155,81.19,25,83,1.99
552,Bereda,ES,2021-10-05 19:54:39,43.2686,-7.5406,56.95,99,100,1.05
553,Kongolo,CD,2021-10-05 19:54:39,-5.3833,27.0,69.13,94,100,4.59
554,Bend,US,2021-10-05 19:51:45,44.0582,-121.3153,67.98,27,1,4.0
555,Charlestown,AU,2021-10-05 19:53:18,-32.95,151.6667,54.41,62,18,1.01
556,Visby,SE,2021-10-05 19:54:40,57.6409,18.296,57.85,82,0,16.11
557,Sigli,ID,2021-10-05 19:54:40,5.3848,95.9609,79.02,78,100,5.17
558,Sitka,US,2021-10-05 19:54:32,57.0531,-135.33,47.88,56,0,4.03
559,Aitape,PG,2021-10-05 19:54:41,-3.1374,142.3475,76.39,90,73,3.67
560,Dunedin,NZ,2021-10-05 19:54:21,-45.8742,170.5036,51.96,97,100,14.76
561,Domoni,KM,2021-10-05 19:54:41,-12.2569,44.5319,76.01,84,10,4.12
562,Henties Bay,NA,2021-10-05 19:54:42,-22.116,14.2845,55.85,87,2,5.01
563,Golyshmanovo,RU,2021-10-05 19:54:42,56.3979,68.3728,26.56,86,52,4.23
564,Daitari,IN,2021-10-05 19:54:43,21.1,85.75,73.67,91,9,1.12
565,Dingle,PH,2021-10-05 19:54:43,10.9995,122.6711,74.16,96,100,1.68
566,Kijang,KR,2021-10-05 19:54:43,35.2442,129.2139,73.13,87,33,9.15
567,Ishinomaki,JP,2021-10-05 19:54:44,38.4167,141.3,66.06,80,99,13.71
568,Tucupita,VE,2021-10-05 19:54:44,9.0622,-62.051,88.07,59,41,5.57
569,Evensk,RU,2021-10-05 19:54:44,61.95,159.2333,29.77,57,100,12.64
570,North Myrtle Beach,US,2021-10-05 19:51:56,33.816,-78.68,80.89,84,75,5.01
571,Ouahigouya,BF,2021-10-05 19:54:45,13.5828,-2.4216,91.29,26,78,3.09
572,Tiznit,MA,2021-10-05 19:54:45,29.5833,-9.5,73.85,46,94,0.81
573,Cambridge,CA,2021-10-05 19:54:46,43.3601,-80.3127,64.24,94,90,2.3
574,Mazara Del Vallo,IT,2021-10-05 19:54:46,37.6641,12.588,73.0,81,63,14.27
575,Zyryanka,RU,2021-10-05 19:54:47,65.75,150.85,19.99,75,79,7.14
576,Hovd,MN,2021-10-05 19:54:47,48.0056,91.6419,37.58,31,77,5.3
577,Cabinda,AO,2021-10-05 19:54:47,-5.55,12.2,76.57,75,100,8.23
578,Jember,ID,2021-10-05 19:54:48,-8.166,113.7032,72.37,94,89,2.91
579,Kirakira,SB,2021-10-05 19:53:55,-10.4544,161.9205,81.39,78,30,5.68
580,Curuca,BR,2021-10-05 19:54:48,-0.7289,-47.8481,84.54,60,78,10.27
581,Buchanan,LR,2021-10-05 19:54:49,5.8808,-10.0467,80.56,87,26,7.96
582,Huarmey,PE,2021-10-05 19:54:49,-10.0681,-78.1522,68.4,74,44,12.75
583,Leningradskiy,RU,2021-10-05 19:54:01,69.3833,178.4167,29.97,98,100,8.77
584,Baihar,IN,2021-10-05 19:54:50,22.1,80.55,71.82,94,100,1.95
585,Vanavara,RU,2021-10-05 19:54:50,60.34,102.2797,25.16,92,73,3.85
586,Banjar,ID,2021-10-05 19:54:51,-8.19,114.9675,78.66,90,60,8.55
587,Kushmurun,KZ,2021-10-05 19:54:51,52.4503,64.6311,33.76,63,89,4.45
588,Kiruna,SE,2021-10-05 19:54:51,67.8557,20.2251,45.52,81,23,17.27
589,Ardabil,IR,2021-10-05 19:54:52,38.2498,48.2933,44.15,93,75,18.41
590,Laguna,US,2021-10-05 19:54:52,38.421,-121.4238,87.64,37,1,4.0
591,Kibaya,TZ,2021-10-05 19:54:53,-5.3,36.5667,63.77,59,73,7.81
